TYPE,YEAR,HUNDRED_BLOCK,X,Y
Theft of Vehicle,2016,2XX W 62ND AVE,491884.7,5451286.12
Break and Enter Commercial,2016,9XX W 7TH AVE,490823.97,5456935.11
Mischief,2016,E CORDOVA ST / MAIN ST,492754.02,5458842.06
Mischief,2016,E CORDOVA ST / MAIN ST,492754.02,5458842.06
Break and Enter Residential/Other,2016,33XX W 55TH AVE,486860.58,5452097.66
Break and Enter Commercial,2016,9XX W 7TH AVE,490821.42,5456935.17
Theft from Vehicle,2016,35XX CAMOSUN ST,485703.0,5455888.34
Theft from Vehicle,2016,1XX E 11TH AVE,492593.47,5456484.9
Theft of Vehicle,2016,2XX W 62ND AVE,491929.98,5451275.86
Theft from Vehicle,2016,1XX E 11TH AVE,492616.62,5456493.53
Break and Enter Residential/Other,2016,33XX W 5TH AVE,487066.19,5457218.64
Theft of Vehicle,2016,COMMERCIAL DR / E 11TH AVE,494919.27,5456411.54
Theft from Vehicle,2016,1XX E 12TH AVE,492537.52,5456393.69
Theft from Vehicle,2016,35XX CAMBRIDGE ST,498109.61,5459332.02
Mischief,2016,X NK_LOC ST,492757.49,5458792.47
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Mischief,2016,X NK_LOC ST,492757.49,5458792.47
Theft of Bicycle,2016,11XX NELSON ST,490664.92,5458896.35
Theft from Vehicle,2016,45XX RUPERT ST,497438.45,5454518.01
Other Theft,2016,82XX ONTARIO ST,492223.54,5450781.24
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Theft from Vehicle,2016,1XX E 59TH AVE,492422.57,5451555.01
Theft of Vehicle,2016,21XX W 6TH AVE,488872.14,5457078.86
Other Theft,2016,7XX GRANVILLE ST,491394.12,5458844.26
Theft from Vehicle,2016,1XX E 15TH AVE,492557.51,5456093.52
Theft from Vehicle,2016,12XX BIDWELL ST,489800.95,5459278.91
Mischief,2016,X NK_LOC ST,492757.49,5458792.47
Theft from Vehicle,2016,35XX CAMBRIDGE ST,497942.56,5459322.92
Theft from Vehicle,2016,E 24TH AVE / MAIN ST,492645.88,5455181.44
Theft from Vehicle,2016,35XX CAMBRIDGE ST,497942.56,5459322.92
Other Theft,2016,29XX MAIN ST,492637.67,5456237.86
Theft from Vehicle,2016,35XX CAMBRIDGE ST,497942.56,5459322.92
Theft of Vehicle,2016,2XX W 14TH AVE,491996.41,5456221.14
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Theft of Vehicle,2016,2XX W 14TH AVE,492000.4,5456211.95
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Mischief,2016,X NK_LOC ST,492757.49,5458792.47
Theft from Vehicle,2016,35XX CAMBIE ST,491619.08,5455631.6
Other Theft,2016,E HASTINGS ST / KASLO ST,496606.46,5458712.2
Theft of Vehicle,2016,COMMERCIAL DR / E 4TH AVE,494929.27,5457125.93
Other Theft,2016,29XX MAIN ST,492637.67,5456237.86
Other Theft,2016,29XX MAIN ST,492637.67,5456237.86
Other Theft,2016,29XX MAIN ST,492637.67,5456237.86
Theft from Vehicle,2016,1XX E 17TH AVE,492490.77,5455882.72
Theft from Vehicle,2016,35XX CAMBIE ST,491619.08,5455631.6
Other Theft,2016,81XX ONTARIO ST,492228.66,5450926.31
Theft from Vehicle,2016,1XX E 17TH AVE,492623.71,5455889.2
Theft from Vehicle,2016,45XX RUPERT ST,497438.45,5454518.01
Theft from Vehicle,2016,1XX E 18TH AVE,492526.21,5455762.58
Theft from Vehicle,2016,1XX E 18TH AVE,492526.21,5455762.58
Theft from Vehicle,2016,1XX E 18TH AVE,492588.78,5455762.74
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Theft from Vehicle,2016,45XX ROSS ST,494082.94,5454639.39
Mischief,2016,E CORDOVA ST / MAIN ST,492754.02,5458842.06
Other Theft,2016,2XX E HASTINGS ST,492757.76,5458732.61
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Other Theft,2016,29XX MAIN ST,492637.67,5456237.82
Mischief,2016,E CORDOVA ST / PRINCESS AVE,493351.22,5458824.15
Theft from Vehicle,2016,14XX W 12TH AVE,490080.2,5456447.93
Other Theft,2016,10XX DENMAN ST,489889.88,5459598.27
Mischief,2016,E CORDOVA ST / PRINCESS AVE,493351.22,5458824.15
Theft from Vehicle,2016,1XX E 1ST AVE,492552.19,5457497.69
Mischief,2016,5XX DUNSMUIR ST,491669.23,5458852.51
Theft of Vehicle,2016,1XX TALISMAN AVE,492065.43,5454822.7
Theft from Vehicle,2016,1XX E 1ST AVE,492554.37,5457497.64
Theft from Vehicle,2016,1XX E 1ST AVE,492554.37,5457497.64
Theft from Vehicle,2016,1XX E 47TH AVE,492454.81,5452759.66
Mischief,2016,E GEORGIA ST / HEATLEY AVE,493478.57,5458407.87
Theft from Vehicle,2016,45XX REID ST,497381.42,5454594.45
Break and Enter Residential/Other,2016,2XX ALVIN NAROD MEWS,491275.55,5457981.35
Other Theft,2016,7XX GRANVILLE ST,491394.12,5458844.26
Theft from Vehicle,2016,1XX E 1ST AVE,492541.56,5457488.8
Theft from Vehicle,2016,1XX E 56TH AVE,492479.15,5451847.78
Theft from Vehicle,2016,1XX E 56TH AVE,492480.8,5451847.74
Theft from Vehicle,2016,E 24TH AVE / RUPERT ST,497534.43,5455111.37
Mischief,2016,32XX MAIN ST,492637.76,5455978.95
Mischief,2016,X NK_LOC ST,492757.49,5458792.47
Theft from Vehicle,2016,35XX ADANAC ST,498034.14,5458292.65
Theft from Vehicle,2016,14XX W 13TH AVE,490027.7,5456341.05
Theft from Vehicle,2016,14XX W 13TH AVE,490029.3,5456341.01
Other Theft,2016,7XX GRANVILLE ST,491394.12,5458844.26
Other Theft,2016,29XX MAIN ST,492638.0,5456256.42
Other Theft,2016,2XX BURRARD ST,491602.66,5459485.02
Theft from Vehicle,2016,14XX W 13TH AVE,490082.68,5456339.91
Theft from Vehicle,2016,E 24TH AVE / SLOCAN ST,496387.33,5455115.79
Other Theft,2016,29XX W 15TH AVE,487546.9,5456225.02
Theft from Vehicle,2016,8XX BEATTY ST,491645.65,5458249.79
Other Theft,2016,29XX MAIN ST,492646.29,5456207.9
Theft from Vehicle,2016,45XX QUEBEC ST,492529.33,5454579.43
Theft from Vehicle,2016,1XX E 20TH AVE,492521.88,5455552.29
Theft from Vehicle,2016,1XX E 20TH AVE,492521.88,5455552.29
Theft from Vehicle,2016,8XX BEATTY ST,491645.65,5458249.79
Other Theft,2016,6XX GRANVILLE ST,491516.63,5458980.6
Theft from Vehicle,2016,1XX E 20TH AVE,492611.62,5455550.16
Theft of Bicycle,2016,X NK_LOC ST,492757.49,5458792.47
Theft of Bicycle,2016,X NK_LOC ST,492757.49,5458792.47
Other Theft,2016,81XX ONTARIO ST,492228.26,5450914.85
Mischief,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Other Theft,2016,2XX UNION ST,492804.89,5458332.56
Theft from Vehicle,2016,1XX E 24TH AVE,492517.78,5455205.99
Theft from Vehicle,2016,1XX E 42ND AVE,492461.32,5453214.77
Theft from Vehicle,2016,1XX E 42ND AVE,492461.32,5453214.77
Mischief,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Mischief,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Mischief,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Other Theft,2016,29XX MAIN ST,492638.0,5456256.42
Other Theft,2016,2XX ABBOTT ST,492254.22,5459013.22
Mischief,2016,40XX FRASER ST,493435.09,5455150.8
Mischief,2016,E HASTINGS ST / GARDEN DR,495793.4,5458714.57
Theft from Vehicle,2016,4XX E PENDER ST,493118.05,5458614.47
Other Theft,2016,7XX GRANVILLE ST,491394.12,5458844.26
Theft from Vehicle,2016,14XX W 14TH AVE,490003.29,5456250.14
Theft from Vehicle,2016,1XX E 2ND AVE,492566.52,5457397.92
Other Theft,2016,7XX DUNSMUIR ST,491485.39,5459049.95
Theft from Vehicle,2016,1XX E 32ND AVE,492487.01,5454361.03
Other Theft,2016,6XX GRANVILLE ST,491516.63,5458980.6
Theft from Vehicle,2016,8XX BEATTY ST,491645.65,5458249.79
Mischief,2016,E HASTINGS ST / GORE AVE,492911.36,5458733.34
Break and Enter Commercial,2016,9XX W 6TH AVE,490865.58,5457027.05
Other Theft,2016,2XX TERMINAL AVE,492846.79,5457768.83
Theft from Vehicle,2016,1XX E 37TH AVE,492538.68,5453842.94
Theft from Vehicle,2016,1XX E 45TH AVE,492459.55,5452959.95
Other Theft,2016,2XX TERMINAL AVE,492846.79,5457768.83
Other Theft,2016,2XX TERMINAL AVE,492846.79,5457768.83
Theft of Vehicle,2016,COMOX ST / DENMAN ST,489841.35,5459556.38
Other Theft,2016,7XX DUNSMUIR ST,491485.39,5459049.95
Theft of Vehicle,2016,COMOX ST / DENMAN ST,489841.35,5459556.38
Theft from Vehicle,2016,9XX W 6TH AVE,490842.61,5457027.83
Theft of Vehicle,2016,2XX W 23RD AVE,491987.01,5455250.85
Other Theft,2016,7XX DUNSMUIR ST,491485.39,5459049.95
Other Theft,2016,7XX DUNSMUIR ST,491485.39,5459049.95
Theft from Vehicle,2016,1XX E 3RD AVE,492531.81,5457276.01
Theft of Vehicle,2016,COMOX ST / JERVIS ST,490342.31,5459057.9
Theft from Vehicle,2016,45XX PUGET DR,487953.54,5454814.01
Other Theft,2016,7XX DUNSMUIR ST,491485.39,5459049.95
Other Theft,2016,7XX DUNSMUIR ST,491485.39,5459049.95
Other Theft,2016,7XX DUNSMUIR ST,491485.39,5459049.95
Theft from Vehicle,2016,1XX E 3RD AVE,492547.28,5457275.85
Theft from Vehicle,2016,1XX E 3RD AVE,492583.37,5457275.48
Other Theft,2016,2XX ABBOTT ST,492248.86,5458992.68
Theft from Vehicle,2016,1XX E 40TH AVE,492471.99,5453540.41
Mischief,2016,E HASTINGS ST / HEATLEY AVE,493488.39,5458716.09
Mischief,2016,E HASTINGS ST / JACKSON AVE,493205.07,5458724.59
Other Theft,2016,29XX W 4TH AVE,487501.1,5457306.14
Theft from Vehicle,2016,1XX E 4TH AVE,492529.4,5457176.27
Theft of Vehicle,2016,COTTON DR / E 1ST AVE,494793.16,5457429.32
Other Theft,2016,2XX E PENDER ST,492824.52,5458623.11
Mischief,2016,GORE AVE / POWELL ST,492893.53,5458938.38
Theft of Vehicle,2016,COTTON DR / KITCHENER ST,494796.92,5457712.27
Theft from Vehicle,2016,12XX BURNABY ST,490116.89,5458811.02
Theft from Vehicle,2016,1XX E 5TH AVE,492526.48,5457078.24
Other Theft,2016,2XX ABBOTT ST,492248.86,5458992.68
Mischief,2016,E HASTINGS ST / MAIN ST,492749.79,5458737.38
Theft from Vehicle,2016,1XX E 6TH AVE,492523.52,5456974.62
Theft from Vehicle,2016,CREELMAN AVE / CYPRESS ST,489253.9,5457976.51
Theft from Vehicle,2016,45XX PINE CRES,489304.65,5454758.6
Other Theft,2016,2XX W 4TH AVE,491967.09,5457199.85
Mischief,2016,GORE AVE / POWELL ST,492893.53,5458938.38
Theft from Vehicle,2016,1XX E 7TH AVE,492632.11,5456880.12
Theft from Vehicle,2016,1XX E 8TH AVE,492513.69,5456774.78
Theft from Vehicle,2016,45XX PICTON ST,497102.15,5454566.99
Theft from Vehicle,2016,1XX E 8TH AVE,492558.94,5456782.64
Mischief,2016,E HASTINGS ST / MAIN ST,492749.79,5458737.38
Mischief,2016,E HASTINGS ST / MAIN ST,492749.79,5458737.38
Mischief,2016,E HASTINGS ST / MAIN ST,492749.79,5458737.38
Theft from Vehicle,2016,1XX E BROADWAY AVE,492561.73,5456687.53
Theft from Vehicle,2016,1XX E CORDOVA ST,492569.37,5458843.93
Theft from Vehicle,2016,1XX E CORDOVA ST,492569.37,5458843.93
Theft from Vehicle,2016,1XX E CORDOVA ST,492569.37,5458843.93
Theft from Vehicle,2016,1XX E CORDOVA ST,492569.37,5458843.93
Other Theft,2016,2XX ABBOTT ST,492245.64,5458980.36
Theft from Vehicle,2016,34XX WELLINGTON AVE,497687.64,5454209.87
Theft of Vehicle,2016,CYPRESS ST / W 7TH AVE,489227.11,5456981.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492573.31,5458852.94
Other Theft,2016,30XX GRANVILLE ST,489910.36,5456241.76
Other Theft,2016,2XX ABBOTT ST,492241.56,5458964.71
Theft from Vehicle,2016,34XX W BROADWAY AVE,486887.78,5456855.01
Break and Enter Residential/Other,2016,29XX W 14TH AVE,487543.17,5456337.41
Theft from Vehicle,2016,34XX W BROADWAY AVE,486866.08,5456855.62
Mischief,2016,E HASTINGS ST / RENFREW ST,496797.39,5458712.21
Mischief,2016,E HASTINGS ST / RENFREW ST,496797.39,5458712.21
Other Theft,2016,10XX ROBSON ST,490974.68,5459054.41
Other Theft,2016,10XX ROBSON ST,490974.68,5459054.41
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492574.64,5458843.75
Theft from Vehicle,2016,1XX E CORDOVA ST,492580.55,5458852.69
Theft from Vehicle,2016,1XX E CORDOVA ST,492580.55,5458852.69
Theft from Vehicle,2016,1XX E CORDOVA ST,492580.55,5458852.69
Theft from Vehicle,2016,1XX E CORDOVA ST,492580.55,5458852.69
Theft from Vehicle,2016,1XX E CORDOVA ST,492580.55,5458852.69
Theft from Vehicle,2016,1XX E CORDOVA ST,492580.55,5458852.69
Mischief,2016,5XX E BROADWAY AVE,493327.88,5456636.3
Break and Enter Commercial,2016,9XX W 57TH AVE,490686.39,5451835.9
Theft from Vehicle,2016,14XX W 15TH AVE,490072.62,5456135.46
Theft from Vehicle,2016,14XX W 15TH AVE,490072.62,5456135.46
Theft from Vehicle,2016,14XX W 26TH AVE,489925.23,5455065.75
Theft from Vehicle,2016,CREELMAN AVE / LABURNUM ST,488991.52,5457983.82
Other Theft,2016,2X W PENDER ST,492322.35,5458671.17
Other Theft,2016,2X W PENDER ST,492322.35,5458671.17
Break and Enter Residential/Other,2016,29XX W 15TH AVE,487552.04,5456234.03
Theft from Vehicle,2016,CREELMAN AVE / LABURNUM ST,488991.52,5457983.82
Theft from Vehicle,2016,34XX W 7TH AVE,486847.94,5457044.29
Theft from Vehicle,2016,45XX ONTARIO ST,492346.92,5454638.06
Theft of Vehicle,2016,2XX W GEORGIA ST,491755.73,5458512.29
Other Theft,2016,10XX ROBSON ST,490973.65,5459055.43
Other Theft,2016,7XX GRANVILLE ST,491394.12,5458844.26
Break and Enter Residential/Other,2016,33XX W 8TH AVE,486995.34,5456940.12
Theft from Vehicle,2016,E 26TH AVE / INVERNESS ST,494171.76,5454977.15
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492585.36,5458852.52
Theft from Vehicle,2016,1XX E CORDOVA ST,492633.55,5458841.69
Theft from Vehicle,2016,14XX W 39TH AVE,489849.33,5453724.32
Theft from Vehicle,2016,1XX E CORDOVA ST,492641.78,5458841.4
Theft from Vehicle,2016,1XX E CORDOVA ST,492651.19,5458850.22
Theft from Vehicle,2016,1XX E CORDOVA ST,492675.44,5458849.37
Theft from Vehicle,2016,1XX E CORDOVA ST,492695.92,5458839.51
Other Theft,2016,2X W HASTINGS ST,492353.4,5458773.4
Theft from Vehicle,2016,1XX E GEORGIA ST,492708.67,5458434.44
Break and Enter Residential/Other,2016,33XX W KING EDWARD AVE,486929.23,5455252.8
Theft from Vehicle,2016,1XX E GEORGIA ST,492716.02,5458428.68
Theft from Vehicle,2016,1XX E GEORGIA ST,492742.35,5458433.14
Theft from Vehicle,2016,1XX E HASTINGS ST,492566.5,5458738.91
Other Theft,2016,6XX GRANVILLE ST,491516.63,5458980.6
Theft from Vehicle,2016,14XX W 39TH AVE,489930.41,5453728.47
Theft from Vehicle,2016,45XX OAK ST,490713.84,5454739.59
Theft from Vehicle,2016,8XX BEATTY ST,491645.65,5458249.79
Theft from Vehicle,2016,14XX W 40TH AVE,489963.42,5453627.37
Theft from Vehicle,2016,34XX W 4TH AVE,486845.96,5457330.22
Theft from Vehicle,2016,34XX W 4TH AVE,486845.96,5457330.22
Theft from Vehicle,2016,45XX OAK ST,490713.84,5454739.59
Theft from Vehicle,2016,1XX E HASTINGS ST,492571.65,5458738.74
Theft from Vehicle,2016,1XX E HASTINGS ST,492571.65,5458738.74
Theft from Vehicle,2016,1XX E HASTINGS ST,492571.65,5458738.74
Theft from Vehicle,2016,1XX E HASTINGS ST,492571.65,5458738.74
Theft from Vehicle,2016,1XX E HASTINGS ST,492571.65,5458738.74
Theft from Vehicle,2016,1XX E HASTINGS ST,492577.5,5458738.55
Theft from Vehicle,2016,34XX W 43RD AVE,486838.13,5453363.43
Theft from Vehicle,2016,1XX E HASTINGS ST,492637.03,5458736.57
Theft from Vehicle,2016,1XX E HASTINGS ST,492674.89,5458735.3
Theft from Vehicle,2016,9XX W 6TH AVE,490865.58,5457027.05
Mischief,2016,32XX PUGET DR,487042.92,5456055.12
Theft from Vehicle,2016,1XX E KING EDWARD AVE,492525.76,5455114.55
Theft of Vehicle,2016,DISCOVERY ST / W 10TH AVE,485229.77,5456795.41
Theft from Vehicle,2016,1XX E PENDER ST,492565.83,5458632.47
Theft from Vehicle,2016,1XX E PENDER ST,492565.83,5458632.47
Theft from Vehicle,2016,1XX E PENDER ST,492565.83,5458632.47
Theft from Vehicle,2016,34XX W 3RD AVE,486922.31,5457419.09
Mischief,2016,5XX GORE AVE,492927.64,5458623.59
Theft from Vehicle,2016,14XX W 46TH AVE,489980.48,5452995.91
Mischief,2016,E HASTINGS ST / WOODLAND DR,494717.65,5458729.05
Mischief,2016,5XX HAWKS AVE,493651.91,5458580.55
Mischief,2016,5XX GRANVILLE ST,491593.93,5459045.52
Theft from Vehicle,2016,34XX W 38TH AVE,486862.97,5453892.49
Theft from Vehicle,2016,34XX W 38TH AVE,486847.5,5453892.59
Theft of Vehicle,2016,DRAKE ST / HORNBY ST,490564.58,5458296.94
Theft of Vehicle,2016,DRAKE ST / HORNBY ST,490564.58,5458296.94
Other Theft,2016,8XX W BROADWAY AVE,490996.2,5456744.79
Theft from Vehicle,2016,1XX E PENDER ST,492571.01,5458632.27
Theft from Vehicle,2016,1XX E PENDER ST,492571.01,5458632.27
Theft from Vehicle,2016,1XX E PENDER ST,492571.01,5458632.27
Theft from Vehicle,2016,1XX E PENDER ST,492598.88,5458640.34
Other Theft,2016,8XX W BROADWAY AVE,490996.2,5456744.79
Theft from Vehicle,2016,1XX E PENDER ST,492643.1,5458629.49
Break and Enter Residential/Other,2016,20XX W 4TH AVE,488987.02,5457275.09
Other Theft,2016,6XX ROBSON ST,491325.35,5458709.81
Theft from Vehicle,2016,1XX E PENDER ST,492674.0,5458628.29
Theft from Vehicle,2016,1XX E PENDER ST,492678.8,5458637.26
Theft from Vehicle,2016,1XX E PENDER ST,492722.07,5458626.44
Theft from Vehicle,2016,1XX E PENDER ST,492722.07,5458626.44
Theft of Vehicle,2016,DRAKE ST / RICHARDS ST,490847.27,5458015.39
Theft from Vehicle,2016,1XX GARDEN DR,495803.65,5458994.77
Theft from Vehicle,2016,1XX GARDEN DR,495804.17,5459013.25
Theft from Vehicle,2016,1XX GARDEN DR,495804.17,5459013.25
Theft from Vehicle,2016,1XX GEORGIA VIA,492370.52,5458279.12
Theft from Vehicle,2016,1XX GORE AVE,492889.5,5459038.47
Theft from Vehicle,2016,1XX GORE AVE,492889.5,5459038.47
Theft from Vehicle,2016,45XX MAIN ST,492630.63,5454629.91
Other Theft,2016,8XX W BROADWAY AVE,490996.2,5456744.79
Theft from Vehicle,2016,1XX GORE AVE,492889.8,5459034.92
Theft from Vehicle,2016,1XX GORE AVE,492889.8,5459034.92
Theft from Vehicle,2016,1XX GORE AVE,492889.8,5459034.92
Mischief,2016,E KING EDWARD AVE / KNIGHT ST,494455.91,5455085.27
Other Theft,2016,7XX GRANVILLE ST,491394.12,5458844.26
Other Theft,2016,7XX GRANVILLE ST,491394.12,5458844.26
Theft from Vehicle,2016,1XX HEATLEY AVE,493504.09,5459020.53
Other Theft,2016,6XX ROBSON ST,491325.35,5458709.81
Break and Enter Residential/Other,2016,33XX W KING EDWARD AVE,486935.53,5455252.73
Theft from Vehicle,2016,1XX HEATLEY AVE,493504.75,5459018.09
Theft from Vehicle,2016,1XX HEATLEY AVE,493504.75,5459018.09
Theft from Vehicle,2016,34XX W 34TH AVE,486846.59,5454302.99
Theft from Vehicle,2016,34XX W 33RD AVE,486830.77,5454418.14
Theft from Vehicle,2016,34XX W 32ND AVE,486875.74,5454513.96
Theft from Vehicle,2016,34XX W 32ND AVE,486849.92,5454523.33
Theft from Vehicle,2016,1XX JACKSON AVE,493218.71,5459025.2
Theft from Vehicle,2016,8XX CAMBIE ST,491613.95,5458372.76
Theft of Vehicle,2016,DUNBAR ST / W 18TH AVE,486528.89,5455984.18
Theft from Vehicle,2016,1XX KAMLOOPS ST,496025.77,5458990.7
Theft from Vehicle,2016,1XX KAMLOOPS ST,496034.91,5458994.4
Theft from Vehicle,2016,1XX KEEFER PL,492116.17,5458564.21
Theft from Vehicle,2016,1XX KEEFER PL,492116.17,5458564.21
Theft from Vehicle,2016,34XX W 30TH AVE,486862.29,5454733.66
Theft from Vehicle,2016,34XX W 30TH AVE,486802.63,5454724.71
Theft from Vehicle,2016,1XX KEEFER PL,492117.16,5458563.98
Theft from Vehicle,2016,1XX KEEFER PL,492117.16,5458563.98
Theft from Vehicle,2016,34XX W 30TH AVE,486787.2,5454733.9
Theft from Vehicle,2016,34XX W 2ND AVE,486923.9,5457518.62
Mischief,2016,E PENDER ST / JACKSON AVE,493201.53,5458617.2
Theft from Vehicle,2016,1XX KEEFER PL,492119.2,5458572.9
Other Theft,2016,31XX E 54TH AVE,497071.47,5451926.58
Other Theft,2016,7XX GRANVILLE ST,491394.12,5458844.26
Theft from Vehicle,2016,34XX W 29TH AVE,486848.01,5454831.88
Theft from Vehicle,2016,1XX KEEFER PL,492122.17,5458562.84
Theft from Vehicle,2016,34XX W 28TH AVE,486880.33,5454935.48
Other Theft,2016,30XX W 41 AV,487384.12,5453560.56
Other Theft,2016,31XX E 54TH AVE,497073.04,5451926.58
Other Theft,2016,31XX E 54TH AVE,497073.04,5451926.58
Theft from Vehicle,2016,34XX W 28TH AVE,486812.3,5454946.24
Theft from Vehicle,2016,34XX W 28TH AVE,486812.3,5454946.24
Theft from Vehicle,2016,E 26TH AVE / PRINCE EDWARD ST,492954.66,5454961.65
Theft from Vehicle,2016,1XX KEEFER PL,492122.64,5458572.11
Theft from Vehicle,2016,1XX KEEFER PL,492122.64,5458572.11
Theft from Vehicle,2016,1XX KEEFER PL,492122.64,5458572.11
Theft from Vehicle,2016,1XX KEEFER PL,492122.64,5458572.11
Theft from Vehicle,2016,1XX KEEFER PL,492123.0,5458572.03
Theft from Vehicle,2016,84XX SELKIRK ST,490309.58,5450735.38
Theft of Vehicle,2016,30XX CAMBIE ST,491635.01,5456209.22
Other Theft,2016,7XX GRANVILLE ST,491394.12,5458844.26
Theft from Vehicle,2016,45XX MAIN ST,492618.62,5454541.45
Theft from Vehicle,2016,1XX KEEFER PL,492123.79,5458571.85
